source_scope	source_path	target_unit	target_layer	target_path	result	note
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/430.classification-corrections/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/430.classification-corrections/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1073_ERP_ADDITIONAL_SYSTEMS_OVERALL_INTEGRATION_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1073_ERP_ADDITIONAL_SYSTEMS_OVERALL_INTEGRATION_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1074_ERP_ADDITIONAL_SYSTEMS_OVERALL_INTEGRATION_POSITIONING.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1074_ERP_ADDITIONAL_SYSTEMS_OVERALL_INTEGRATION_POSITIONING.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1075_ERP_ADDITIONAL_SYSTEMS_PORTFOLIO_MAP.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1075_ERP_ADDITIONAL_SYSTEMS_PORTFOLIO_MAP.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1076_ERP_ADDITIONAL_SYSTEMS_OVERALL_CANONICAL_SCOPE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1076_ERP_ADDITIONAL_SYSTEMS_OVERALL_CANONICAL_SCOPE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1077_ERP_ADDITIONAL_SYSTEMS_ACTIVE_LINE_SUMMARY.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1077_ERP_ADDITIONAL_SYSTEMS_ACTIVE_LINE_SUMMARY.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1078_ERP_ADDITIONAL_SYSTEMS_OPTION_PRINCIPLE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1078_ERP_ADDITIONAL_SYSTEMS_OPTION_PRINCIPLE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/1079_ERP_ADDITIONAL_SYSTEMS_CURRENT_STATE_POSITIONING_ROOT_NAVIGATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1079_ERP_ADDITIONAL_SYSTEMS_CURRENT_STATE_POSITIONING_ROOT_NAVIGATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/010.current-state-and-positioning/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/1080_ERP_ADDITIONAL_SYSTEMS_OPTION_PORTFOLIO_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1080_ERP_ADDITIONAL_SYSTEMS_OPTION_PORTFOLIO_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/1081_ERP_ADDITIONAL_SYSTEMS_OPTION_PORTFOLIO_MATRIX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1081_ERP_ADDITIONAL_SYSTEMS_OPTION_PORTFOLIO_MATRIX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/01.sales/060.integration/1082_ERP_CUSTOMER_SALES_LABOR_BASELINE_BOUNDARY_RULE.md	01.sales	060.integration	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration/1082_ERP_CUSTOMER_SALES_LABOR_BASELINE_BOUNDARY_RULE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/1083_ERP_LABOR_MANAGEMENT_BOUNDARY_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1083_ERP_LABOR_MANAGEMENT_BOUNDARY_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/15.manufacturing/060.integration/1084_ERP_MANAGEMENT_TO_MANUFACTURING_FAMILY_BOUNDARY_RULE.md	15.manufacturing	060.integration	/data/data/com.termux/files/home/02.ERP-system/15.manufacturing/060.integration/1084_ERP_MANAGEMENT_TO_MANUFACTURING_FAMILY_BOUNDARY_RULE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/1085_ERP_SUBSYSTEM_AND_EXTERNAL_APP_CLASSIFICATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1085_ERP_SUBSYSTEM_AND_EXTERNAL_APP_CLASSIFICATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/1086_ERP_OPTION_PORTFOLIO_SOURCE_TRUTH_ROOT_NAVIGATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1086_ERP_OPTION_PORTFOLIO_SOURCE_TRUTH_ROOT_NAVIGATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/020.option-portfolio-and-source-truth/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/030.cross-option-handoff-and-dependency-chain/1087_ERP_CROSS_OPTION_HANDOFF_CHAIN_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1087_ERP_CROSS_OPTION_HANDOFF_CHAIN_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/01.sales/060.integration/1088_ERP_CUSTOMER_SALES_TO_OPERATIONS_DEPENDENCY_CHAIN.md	01.sales	060.integration	/data/data/com.termux/files/home/02.ERP-system/01.sales/060.integration/1088_ERP_CUSTOMER_SALES_TO_OPERATIONS_DEPENDENCY_CHAIN.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/030.cross-option-handoff-and-dependency-chain/1089_ERP_LABOR_TO_MANAGEMENT_DEPENDENCY_CHAIN.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1089_ERP_LABOR_TO_MANAGEMENT_DEPENDENCY_CHAIN.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/15.manufacturing/060.integration/1090_ERP_MANAGEMENT_TO_MANUFACTURING_FAMILY_DEPENDENCY_CHAIN.md	15.manufacturing	060.integration	/data/data/com.termux/files/home/02.ERP-system/15.manufacturing/060.integration/1090_ERP_MANAGEMENT_TO_MANUFACTURING_FAMILY_DEPENDENCY_CHAIN.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/030.cross-option-handoff-and-dependency-chain/1091_ERP_CROSS_OPTION_EXCEPTION_AND_ESCALATION_CHAIN.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1091_ERP_CROSS_OPTION_EXCEPTION_AND_ESCALATION_CHAIN.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/51.audit/060.integration/1092_ERP_CROSS_OPTION_AUDIT_SENSITIVE_OVERRIDE_RULE.md	51.audit	060.integration	/data/data/com.termux/files/home/02.ERP-system/51.audit/060.integration/1092_ERP_CROSS_OPTION_AUDIT_SENSITIVE_OVERRIDE_RULE.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/030.cross-option-handoff-and-dependency-chain/1093_ERP_CROSS_OPTION_HANDOFF_CHAIN_ROOT_NAVIGATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1093_ERP_CROSS_OPTION_HANDOFF_CHAIN_ROOT_NAVIGATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/030.cross-option-handoff-and-dependency-chain/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/030.cross-option-handoff-and-dependency-chain/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1094_ERP_ADDITIONAL_SYSTEMS_SCREEN_PERMISSION_REPORTING_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1094_ERP_ADDITIONAL_SYSTEMS_SCREEN_PERMISSION_REPORTING_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/12.inventory/060.integration/1095_ERP_ADDITIONAL_SYSTEMS_INTEGRATION_SCREEN_INVENTORY_AND_NAVIGATION.md	12.inventory	060.integration	/data/data/com.termux/files/home/02.ERP-system/12.inventory/060.integration/1095_ERP_ADDITIONAL_SYSTEMS_INTEGRATION_SCREEN_INVENTORY_AND_NAVIGATION.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1096_ERP_ADDITIONAL_SYSTEMS_OVERALL_PORTFOLIO_OPERATIONAL_STATEFLOW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1096_ERP_ADDITIONAL_SYSTEMS_OVERALL_PORTFOLIO_OPERATIONAL_STATEFLOW.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1097_ERP_ADDITIONAL_SYSTEMS_PERMISSION_AND_ROLE_MATRIX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1097_ERP_ADDITIONAL_SYSTEMS_PERMISSION_AND_ROLE_MATRIX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1098_ERP_ADDITIONAL_SYSTEMS_INTEGRATED_ANALYTICS_AND_REPORTING_SURFACES.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1098_ERP_ADDITIONAL_SYSTEMS_INTEGRATED_ANALYTICS_AND_REPORTING_SURFACES.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1099_ERP_ADDITIONAL_SYSTEMS_PORTFOLIO_ENABLEMENT_AND_CONTRACT_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1099_ERP_ADDITIONAL_SYSTEMS_PORTFOLIO_ENABLEMENT_AND_CONTRACT_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1100_ERP_ADDITIONAL_SYSTEMS_ROLLOUT_SEQUENCE_AND_ADOPTION_STRATEGY.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1100_ERP_ADDITIONAL_SYSTEMS_ROLLOUT_SEQUENCE_AND_ADOPTION_STRATEGY.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1101_ERP_ADDITIONAL_SYSTEMS_MIGRATION_AND_NON_DESTRUCTIVE_EXPANSION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1101_ERP_ADDITIONAL_SYSTEMS_MIGRATION_AND_NON_DESTRUCTIVE_EXPANSION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1102_ERP_ADDITIONAL_SYSTEMS_INTEGRATED_SUMMARY.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1102_ERP_ADDITIONAL_SYSTEMS_INTEGRATED_SUMMARY.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1103_ERP_ADDITIONAL_SYSTEMS_COMPLETION_NOTE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1103_ERP_ADDITIONAL_SYSTEMS_COMPLETION_NOTE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1104_ERP_ADDITIONAL_SYSTEMS_ROOT_PATCH.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1104_ERP_ADDITIONAL_SYSTEMS_ROOT_PATCH.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_224743/module-design-reset/52.master-data/060.integration/1105_DESIGN_MASTER_INDEX_ADDITIONAL_SYSTEMS_OVERALL_PATCH.md	52.master-data	060.integration	/data/data/com.termux/files/home/02.ERP-system/52.master-data/060.integration/1105_DESIGN_MASTER_INDEX_ADDITIONAL_SYSTEMS_OVERALL_PATCH.md	distributed	copied to canonical layer and archived source
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/1106_ERP_ADDITIONAL_SYSTEMS_ROOT_NAVIGATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1106_ERP_ADDITIONAL_SYSTEMS_ROOT_NAVIGATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/040.screen-permission-reporting-and-rollout/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/440.additional-systems-overall-integration-summary/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1107_ERP_WHOLE_SYSTEM_INTEGRATED_FINAL_SUMMARY_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1107_ERP_WHOLE_SYSTEM_INTEGRATED_FINAL_SUMMARY_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1108_ERP_WHOLE_SYSTEM_INTEGRATED_FINAL_SUMMARY_POSITIONING.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1108_ERP_WHOLE_SYSTEM_INTEGRATED_FINAL_SUMMARY_POSITIONING.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1109_ERP_WHOLE_SYSTEM_MAP.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1109_ERP_WHOLE_SYSTEM_MAP.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1110_ERP_WHOLE_SYSTEM_CANONICAL_SCOPE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1110_ERP_WHOLE_SYSTEM_CANONICAL_SCOPE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1111_ERP_WHOLE_SYSTEM_ACTIVE_LINE_SUMMARY.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1111_ERP_WHOLE_SYSTEM_ACTIVE_LINE_SUMMARY.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1112_ERP_WHOLE_SYSTEM_READING_ORDER_PRINCIPLE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1112_ERP_WHOLE_SYSTEM_READING_ORDER_PRINCIPLE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/1113_ERP_WHOLE_SYSTEM_CURRENT_STATE_ROOT_NAVIGATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1113_ERP_WHOLE_SYSTEM_CURRENT_STATE_ROOT_NAVIGATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/010.current-state-and-whole-map/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1114_ERP_WHOLE_SYSTEM_DOMAIN_SOURCE_TRUTH_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1114_ERP_WHOLE_SYSTEM_DOMAIN_SOURCE_TRUTH_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1115_ERP_WHOLE_SYSTEM_DOMAIN_OWNERSHIP_MATRIX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1115_ERP_WHOLE_SYSTEM_DOMAIN_OWNERSHIP_MATRIX.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1116_ERP_LEGACY_DOMAIN_FAMILY_INTERPRETATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1116_ERP_LEGACY_DOMAIN_FAMILY_INTERPRETATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1117_ERP_ADDITIONAL_SYSTEMS_PORTFOLIO_INTERPRETATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1117_ERP_ADDITIONAL_SYSTEMS_PORTFOLIO_INTERPRETATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1118_ERP_BOUNDARY_REFINEMENT_WHOLE_SYSTEM_LINKAGE_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1118_ERP_BOUNDARY_REFINEMENT_WHOLE_SYSTEM_LINKAGE_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1119_ERP_NAVIGATION_AND_INDEX_LAYERING_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1119_ERP_NAVIGATION_AND_INDEX_LAYERING_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/1120_ERP_DOMAIN_SOURCE_TRUTH_NAVIGATION_ROOT_NAVIGATION_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1120_ERP_DOMAIN_SOURCE_TRUTH_NAVIGATION_ROOT_NAVIGATION_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/INDEX.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/INDEX__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/020.domain-source-truth-and-navigation/OVERVIEW.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/OVERVIEW__20260422_182656.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/030.portfolio-linkage-and-decision-gates/1121_ERP_WHOLE_SYSTEM_PORTFOLIO_LINKAGE_CURRENT_STATE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1121_ERP_WHOLE_SYSTEM_PORTFOLIO_LINKAGE_CURRENT_STATE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/030.portfolio-linkage-and-decision-gates/1122_ERP_LEGACY_CORE_TO_OPTION_PORTFOLIO_LINKAGE_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1122_ERP_LEGACY_CORE_TO_OPTION_PORTFOLIO_LINKAGE_RULE.md	module_unknown	could not classify module/submodule
legacy-root	/data/data/com.termux/files/home/02.ERP-system/000.platform/450.whole-system-integrated-final-summary-refresh/030.portfolio-linkage-and-decision-gates/1123_ERP_MANAGEMENT_TO_OPTION_PORTFOLIO_LINKAGE_RULE.md	-	-	/data/data/com.termux/files/home/02.ERP-system/90.transition-triage/20.unclassified-global/module-unknown/1123_ERP_MANAGEMENT_TO_OPTION_PORTFOLIO_LINKAGE_RULE.md	module_unknown	could not classify module/submodule
